tx	gene_id	SAMN36978213_MG	SAMN36978214_MG	SAMN36978215_MG	SAMN36978216_A1G	SAMN36978217_A1G	SAMN36978218_A1G	SAMN36978219_GC	SAMN36978220_GC	SAMN36978221_GC
ENSMUST00000176062	ENSMUSG00000058317	0	0.153905	0.442122	0	0.180177	0	0	0	0
ENSMUST00000176555	ENSMUSG00000058317	0.302606	1.117938	1.170099	0.180001	0.450616	2.134351	1.551162	0.511137	3.273361
ENSMUST00000176672	ENSMUSG00000058317	0	0	0	0	0	2.294782	0	0	0
ENSMUST00000176843	ENSMUSG00000058317	2.237387	3.275236	2.67098	1.708758	0.426927	0.853507	2.818395	0	1.054808
ENSMUST00000176931	ENSMUSG00000058317	0	0.172763	0.685356	0.51399	0	0.428347	0	0	0.845509
ENSMUST00000177259	ENSMUSG00000058317	0	0	0	0	0.473109	0	0	0	0
ENSMUST00000177398	ENSMUSG00000058317	0	0	0	0.621201	1.207104	0	0	0	0
ENSMUST00000044036	ENSMUSG00000058318	1.438449	0	1.327513	1.575016	0	0	1.257888	0	0
ENSMUST00000068702	ENSMUSG00000058318	0	0	0	0	0	0	0	0	0.579474
ENSMUST00000090586	ENSMUSG00000058318	0	0	0	0	0.446253	0.751897	0	1.202957	0.598472
ENSMUST00000111290	ENSMUSG00000058318	0	0	0	0	0	0	0	0	0
ENSMUST00000111291	ENSMUSG00000058318	0	0	0	0	0	1.371886	0	0	0
ENSMUST00000111292	ENSMUSG00000058318	0	0.46406	0	0	0	0	0	0	0
ENSMUST00000111293	ENSMUSG00000058318	0.937797	1.640222	0.354615	1.987369	0.173126	1.46826	0.517709	1.40689	0.645656
ENSMUST00000111294	ENSMUSG00000058318	0.770408	0.079163	1.170388	0.760178	1.062692	0.671237	0.921745	0.084589	0.575237
ENSMUST00000111297	ENSMUSG00000058318	0.516213	0.975361	0	0.076054	1.386672	0.468563	0	0.074292	0.10815
ENSMUST00000128781	ENSMUSG00000058318	0	0	0.185786	0	0.44495	0	0	0	0.363206
ENSMUST00000138995	ENSMUSG00000058318	0.253639	0.823669	0	0	0	0.312057	0	0.385474	0
ENSMUST00000142528	ENSMUSG00000058318	0	0	0	1.950359	0	0	0	0	0
ENSMUST00000159366	ENSMUSG00000058318	0	0	1.063696	1.389696	0	1.249197	1.346488	0	0.587716
ENSMUST00000159727	ENSMUSG00000058318	0	0	0	0	0	0	0	0	0
ENSMUST00000159961	ENSMUSG00000058318	0	1.530496	0	0	1.817956	0	0.939947	0	0
ENSMUST00000160235	ENSMUSG00000058318	0	0	0	0	0	0	0	0	0
ENSMUST00000161044	ENSMUSG00000058318	0	0	0	0.281468	0	0.674679	0	0	0
ENSMUST00000161067	ENSMUSG00000058318	0	0	0	0	0	0	0	0	0
ENSMUST00000162146	ENSMUSG00000058318	2.047497	0	0	0	0	0	0	0	0
ENSMUST00000162188	ENSMUSG00000058318	0	0	2.152245	0	1.468977	1.530642	2.68295	0	0
ENSMUST00000162497	ENSMUSG00000058318	0	1.481161	0	0	0	0	0	0	0
ENSMUST00000084488	ENSMUSG00000058325	2.743043	3.170414	3.455877	3.491394	3.078648	2.984739	3.943592	2.743499	1.924343
ENSMUST00000078574	ENSMUSG00000058328	0	0	0	0	0	0	0	0	0
ENSMUST00000114520	ENSMUSG00000058328	0	0	0	0	0	0	0	0	0
ENSMUST00000114521	ENSMUSG00000058328	0	0	0	0	0	0	0	0	0
ENSMUST00000091520	ENSMUSG00000058331	0	0.76143	0	1.242727	1.718476	1.77045	1.14517	1.271159	0.962577
ENSMUST00000144183	ENSMUSG00000058331	1.979393	0	1.507484	0	0	0	0.73415	0	0
ENSMUST00000068302	ENSMUSG00000058349	0	0	0	0	0	0	0	0	0
ENSMUST00000049732	ENSMUSG00000058351	37.828603	35.828752	36.070784	21.612077	41.179348	42.631747	37.652803	46.874641	40.782645
ENSMUST00000064032	ENSMUSG00000058351	0	0	0	0.363244	0	0	0	0	1.071914
ENSMUST00000090205	ENSMUSG00000058351	0	5.533604	0	40.258034	7.608438	1.902555	0	2.647617	13.756854
ENSMUST00000023788	ENSMUSG00000058354	0	0	0	0	0	0	0	0	0
ENSMUST00000080536	ENSMUSG00000058355	33.762865	31.830667	35.98883	31.94491	31.450316	36.740959	29.134099	26.446391	20.412605
ENSMUST00000170777	ENSMUSG00000058357	0	0	0	0	0	0	0	0	0
ENSMUST00000080726	ENSMUSG00000058360	0.220474	0.967147	0.616352	0.509128	0.053158	0.291958	0.242377	0.123351	0.111091
ENSMUST00000078422	ENSMUSG00000058368	0	0	0	0	0	0	0	0	0
ENSMUST00000079251	ENSMUSG00000058385	1.136849	1.885821	1.478355	0	1.076164	0.318111	3.813126	0.932134	1.553772
ENSMUST00000055425	ENSMUSG00000058388	0.9733	2.152922	0	1.404742	1.120718	0	0	1.521791	1.356984
ENSMUST00000063717	ENSMUSG00000058388	0.350362	0.719879	0.838223	0.128391	1.666479	0	0	0.57911	0
ENSMUST00000090685	ENSMUSG00000058388	0	0	0	0	0	0.2077	0.492644	0	0
ENSMUST00000117150	ENSMUSG00000058388	0.894765	0	0.782992	0.896709	0	1.331901	1.262437	0	0
ENSMUST00000123611	ENSMUSG00000058388	0.498397	0.552868	0.476987	0.228203	0.176548	0.975144	0.514922	0.110129	0.525981
ENSMUST00000130385	ENSMUSG00000058388	1.09143	0	0	0	0	0	0	0	0
ENSMUST00000145727	ENSMUSG00000058388	0	0	0	0	0	0.051277	0	0	0
ENSMUST00000150090	ENSMUSG00000058388	0	0	0.486179	0	0	0.234107	0.061188	0.071183	0
ENSMUST00000150849	ENSMUSG00000058388	0	0	0	0	0	0	0	0	0
ENSMUST00000156262	ENSMUSG00000058388	0	0	0	0	0	0	0	0	0
ENSMUST00000081339	ENSMUSG00000058392	1.212255	1.06213	1.460539	1.520815	0.097704	2.041037	0	0.936997	0.555137
ENSMUST00000126602	ENSMUSG00000058392	0	0	0	0	0	0	1.172459	1.160262	0
ENSMUST00000136094	ENSMUSG00000058392	0.246691	0	0	0.137627	0	0.238255	0	0.105471	0
ENSMUST00000137917	ENSMUSG00000058392	0	0	0	0	0	0	0	0.446252	0.172545
ENSMUST00000147076	ENSMUSG00000058392	0	0	0	0	1.030458	0.896243	0.946773	0.468653	0
ENSMUST00000149746	ENSMUSG00000058392	0	1.837703	0	0.26922	0.729279	0	0	0	0
ENSMUST00000150151	ENSMUSG00000058392	0	0	0	0	0	0	0	0	0
ENSMUST00000150187	ENSMUSG00000058392	0	0	0	0	0	0	0	0	0
ENSMUST00000150469	ENSMUSG00000058392	0	0	0	0.169713	0.203388	0.190216	0	0	0
ENSMUST00000151808	ENSMUSG00000058392	0	0	0.190439	0.406327	0	0	0	0	0
ENSMUST00000156164	ENSMUSG00000058392	0	0	0	0.729944	0	0	0	0	0
ENSMUST00000079692	ENSMUSG00000058396	6.802025	8.482961	8.542505	8.365836	9.543383	9.219897	6.494852	7.917802	4.558202
ENSMUST00000077549	ENSMUSG00000058398	0	0	0	0	0	0	0	0	0
ENSMUST00000078475	ENSMUSG00000058399	0	0	0	0	0	0	0	0	0
ENSMUST00000091227	ENSMUSG00000058400	0	0	0	0	0	0	0	0	0
ENSMUST00000197275	ENSMUSG00000058400	0	0	0	0	0	0	0	0	0
ENSMUST00000197447	ENSMUSG00000058400	0	0	0	0	0	0	0	0	0
ENSMUST00000057652	ENSMUSG00000058402	0.492814	1.422235	0	0.242579	0.473885	0.825695	0	0	0
ENSMUST00000074876	ENSMUSG00000058402	0	0	0	0.815688	0	0.356641	0	0.182507	0.488156
ENSMUST00000130272	ENSMUSG00000058402	0.278356	0	1.057199	0	0.488869	0.146103	0.162702	0.218616	0
ENSMUST00000145952	ENSMUSG00000058402	0.845815	0	1.414408	0.778985	0.908786	0.580603	0.822631	0.607806	0.456778
ENSMUST00000148489	ENSMUSG00000058402	0	0	0	0	0	0	0	0	0.138926
ENSMUST00000162031	ENSMUSG00000058407	7.217959	6.927379	5.954767	6.859949	5.385194	6.411684	3.279949	5.257	3.554749
ENSMUST00000192237	ENSMUSG00000058407	9.544844	5.08594	3.866717	5.400185	2.839953	0	0	3.24569	2.083613
ENSMUST00000192960	ENSMUSG00000058407	0	0	1.892809	0	0	0	0	0	0
ENSMUST00000193832	ENSMUSG00000058407	0.249815	0.398497	0.449485	0.39499	0.457922	0.583357	0.356737	0.255645	0.285315
ENSMUST00000194692	ENSMUSG00000058407	0	0	0	0	0.438269	0.059138	0	0	0
ENSMUST00000194747	ENSMUSG00000058407	0.473678	1.055062	1.104763	1.027043	1.1429	1.089326	0.752908	0.712449	0.689014
ENSMUST00000195032	ENSMUSG00000058407	1.110471	4.92943	2.381298	3.367621	1.38984	4.24877	0.793769	1.46088	3.061461
ENSMUST00000195247	ENSMUSG00000058407	10.518541	14.795	10.436082	8.720423	9.809532	12.008015	9.953312	6.693105	8.854922
ENSMUST00000081574	ENSMUSG00000058420	0	0	0	0	0	0	0	0.038088	0
ENSMUST00000075433	ENSMUSG00000058427	0	0	0.108551	0.149839	0.351136	0	0	0	0.278356
ENSMUST00000200681	ENSMUSG00000058427	0	0	0	0	0	0.086442	0	0.353244	0
ENSMUST00000200919	ENSMUSG00000058427	0	0	0	0	0	0	0	0	0
ENSMUST00000202317	ENSMUSG00000058427	0	0	0	0	0	0	0	0	0
ENSMUST00000080234	ENSMUSG00000058430	0	0	0	0	0	0	0	0	0
ENSMUST00000065841	ENSMUSG00000058435	0	0	0	0	0	0	0	0	0
ENSMUST00000004761	ENSMUSG00000058440	0	0	0	0	0	0	0	0	0
ENSMUST00000069808	ENSMUSG00000058440	0	0	0	0	0	0	0	1.449078	0
ENSMUST00000069831	ENSMUSG00000058440	0.541407	0	1.489958	0	0	0	0	0	0
ENSMUST00000115199	ENSMUSG00000058440	0	0.268577	0	0.118024	0.154014	0	0	0	0.17257
ENSMUST00000115200	ENSMUSG00000058440	0	0	0	0	0	0	0	0	0
ENSMUST00000115204	ENSMUSG00000058440	0	0.500119	0.111913	0.053253	0	0	0	0	0
ENSMUST00000115206	ENSMUSG00000058440	2.172408	0.528708	0.630518	1.015983	0.234206	1.169712	2.184465	0	1.2502
ENSMUST00000115208	ENSMUSG00000058440	0	0	0	0	0	0	0	0	0
ENSMUST00000115209	ENSMUSG00000058440	0	0	0	0	0	0	0	0	0
ENSMUST00000115211	ENSMUSG00000058440	0	2.599832	0.927076	0.968676	1.705587	1.464869	1.692452	1.923555	1.26963
ENSMUST00000115212	ENSMUSG00000058440	2.084731	0.32888	1.977222	1.258452	0.853102	1.058156	0	0.279682	0.416124
ENSMUST00000123194	ENSMUSG00000058440	0	0.498117	0.961758	2.907503	1.275606	1.504144	0.220581	0.202112	0.866104
ENSMUST00000130096	ENSMUSG00000058440	0	0	0.131447	0	0	0	0	0	0.251783
ENSMUST00000132866	ENSMUSG00000058440	1.026838	1.066628	1.11028	1.434844	0.780674	1.424645	0.684536	1.267339	1.848255
ENSMUST00000133837	ENSMUSG00000058440	0	0	0	0	0	0	0	0	0
ENSMUST00000133928	ENSMUSG00000058440	0	1.715467	0	0	0	0	1.917341	0.823236	0.967495
ENSMUST00000146988	ENSMUSG00000058440	0	0	0.024475	0.033742	0	0.018415	0	0	0.015675
ENSMUST00000148990	ENSMUSG00000058440	0	0	0	0	0	0	0	0	0.360356
ENSMUST00000167972	ENSMUSG00000058440	0	0	0	0	0	0.711686	0	0	0
ENSMUST00000170535	ENSMUSG00000058440	0	0	0	0	0	0	0	0	0
ENSMUST00000159960	ENSMUSG00000058441	0	0	0	0	0	0	0	0	0
ENSMUST00000161372	ENSMUSG00000058441	0	0	0	0	0	0	0.224572	0.027869	0
ENSMUST00000162424	ENSMUSG00000058441	0	0	0	0	0.042364	0	0	0	0
ENSMUST00000076364	ENSMUSG00000058443	658.573197	658.87458	767.139614	606.853425	658.537992	762.051795	664.082854	714.949784	633.286638
ENSMUST00000034920	ENSMUSG00000058444	10.958139	9.313762	7.856126	8.618128	9.408965	8.993988	6.823371	7.005962	5.386335
ENSMUST00000079869	ENSMUSG00000058446	17.437453	15.103402	14.682121	18.324183	16.035484	18.624897	14.591091	10.85512	9.719686
ENSMUST00000127331	ENSMUSG00000058446	0	0	0	0	0	0	0	0	0
ENSMUST00000148425	ENSMUSG00000058446	0	0	0	0.374601	0	0	0	0	0
ENSMUST00000182746	ENSMUSG00000058447	0	0	0.25632	0	0	0	0	0	0
ENSMUST00000073878	ENSMUSG00000058454	0	0	0	0.97565	0	1.002546	1.030783	0.765959	0.118032
ENSMUST00000124340	ENSMUSG00000058454	29.158567	20.129829	23.366799	30.776428	33.109773	22.813587	45.696641	48.683011	44.757312
ENSMUST00000125564	ENSMUSG00000058454	0	0	0	3.226019	0	1.888654	2.505389	2.142366	0
ENSMUST00000128454	ENSMUSG00000058454	0	0	0	0	0	0	0	0	0
ENSMUST00000128610	ENSMUSG00000058454	0	0	0	0	0	0	1.199715	0.719378	0.190311
ENSMUST00000139748	ENSMUSG00000058454	0.397086	0.77153	0.641612	0	0.257051	0.779146	0	0.56667	0
ENSMUST00000141916	ENSMUSG00000058454	0	0	0.178076	0	0	0	0	0	0
ENSMUST00000143338	ENSMUSG00000058454	7.717867	2.633049	2.543855	1.501435	4.66443	5.019888	2.821391	4.660868	1.645592
ENSMUST00000144034	ENSMUSG00000058454	0	0	0	0	0	0	0	0	0
ENSMUST00000145471	ENSMUSG00000058454	4.147402	1.777432	4.42843	0	0	0	0	0	0
ENSMUST00000072732	ENSMUSG00000058463	0	0	0	0	0	0	0	0	0
ENSMUST00000079855	ENSMUSG00000058470	0	0	0	0	0	0	0	0	0
ENSMUST00000185867	ENSMUSG00000058470	0	0	0.252531	0	0	0	0	0.078999	0
ENSMUST00000186423	ENSMUSG00000058470	0.284511	0	0	0	0	0	0	0	0
ENSMUST00000188633	ENSMUSG00000058470	0	0	0	0	0	0	0	0	0
ENSMUST00000189635	ENSMUSG00000058470	0	0	0	0	0	0	0	0	0
ENSMUST00000190498	ENSMUSG00000058470	0	0	0	0	0	0	0	0	0
ENSMUST00000191475	ENSMUSG00000058470	0	0	0.026942	0.018455	0	0	0	0	0
ENSMUST00000081214	ENSMUSG00000058486	8.789063	5.738351	5.373527	8.729652	8.046182	6.027655	9.282185	6.756743	6.567188
ENSMUST00000133336	ENSMUSG00000058486	2.956437	0	0	1.509795	0	0.459243	0	1.272967	0.843455
ENSMUST00000134830	ENSMUSG00000058486	5.361336	0	0	4.022977	1.143408	0	3.264797	1.124997	0
ENSMUST00000145765	ENSMUSG00000058486	0	2.995951	1.35053	0	0	2.37833	0	0	1.134588
ENSMUST00000146968	ENSMUSG00000058486	0	0	0	0	0	0	0	0	0
ENSMUST00000149448	ENSMUSG00000058486	0	0	0	0	0	0	0	0	0.297283
ENSMUST00000152488	ENSMUSG00000058486	0.650791	0.444803	0	0.356125	1.271128	0.407068	0	0.345017	0.438619
ENSMUST00000201569	ENSMUSG00000058486	0.31384	0.067483	0.126799	0.056164	0.335087	0.253043	0.038418	0.080479	0.386996
ENSMUST00000078856	ENSMUSG00000058488	0	0	0	0	0	0.013513	0	0.045655	0
ENSMUST00000202096	ENSMUSG00000058488	0	0	0	0	0	0	0	0	0
ENSMUST00000075717	ENSMUSG00000058491	0	0	0	0	0	0	0	0	0
ENSMUST00000072166	ENSMUSG00000058492	0.641652	0.414795	1.607738	2.886414	0	1.662429	1.49475	1.043207	0.694436
ENSMUST00000076183	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000108688	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000123133	ENSMUSG00000058498	0	0	0	0	0.044968	0	0	0	0
ENSMUST00000127565	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000130008	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000134269	ENSMUSG00000058498	0	0	0	0	0	0	0	0.016018	0
ENSMUST00000135837	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000142427	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000143968	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000145311	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000146496	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000170820	ENSMUSG00000058498	0	0	0	0	0	0	0	0	0
ENSMUST00000075351	ENSMUSG00000058499	0	0	0	0	0	0	0	0	0
ENSMUST00000115527	ENSMUSG00000058503	4.591153	5.741911	2.936079	4.577375	3.910118	5.116738	2.541727	3.694235	1.39097
ENSMUST00000195924	ENSMUSG00000058503	0.262323	0	0	0	0	0.166893	0	0	0
ENSMUST00000196059	ENSMUSG00000058503	0.378949	0.205703	0.729222	0.585131	1.043546	0.252182	0.284911	0.251873	0
ENSMUST00000196499	ENSMUSG00000058503	0	0	0	0	0	0	0	0	0
ENSMUST00000197082	ENSMUSG00000058503	3.854358	3.136394	4.389299	4.15141	3.492049	3.50643	3.828091	2.125722	2.858612
ENSMUST00000198598	ENSMUSG00000058503	0	0	0	0.035145	0	0.040699	0	0.026779	0.12362
ENSMUST00000199666	ENSMUSG00000058503	0	0.88507	1.420825	0.598025	0	0.568078	0	0	0.231648
ENSMUST00000200354	ENSMUSG00000058503	0	0.22696	0.417697	0.253647	0	0.17941	0	0.058101	0.059964
ENSMUST00000079884	ENSMUSG00000058508	0	0	0	0	0	0	0	0	0
ENSMUST00000072063	ENSMUSG00000058513	0	0	0	0	0	0	0	0	0
ENSMUST00000075680	ENSMUSG00000058515	0	0	0	0	0	0	0	0	0
ENSMUST00000073577	ENSMUSG00000058521	0	0	0	0	0	0	0	0	0
ENSMUST00000082287	ENSMUSG00000058523	0	0	0.134664	0.091483	0	0	0	0.083928	0
ENSMUST00000075305	ENSMUSG00000058537	0	0	0	0	0	0	0	0	0
ENSMUST00000174056	ENSMUSG00000058537	0	0	0	0	0	0	0	0	0
ENSMUST00000078419	ENSMUSG00000058542	0	0.866417	2.022293	1.257221	1.281208	0.45052	0	0.350501	0.728553
ENSMUST00000102483	ENSMUSG00000058546	596.293956	636.364302	686.687683	581.119931	608.115652	720.162059	554.653736	707.157383	622.249137
ENSMUST00000127270	ENSMUSG00000058546	0	1.220357	0.98685	1.397565	0	0.30675	0	0	1.360473
ENSMUST00000144561	ENSMUSG00000058546	0	0	0.346945	0.704344	0.553582	0	0	0	0.688533
ENSMUST00000050705	ENSMUSG00000058550	0	0	0	0	0	0	0	0	0
ENSMUST00000096045	ENSMUSG00000058550	0	0	0	0	0	0	0	0	0
ENSMUST00000082223	ENSMUSG00000058558	12.116867	7.646404	12.096277	10.890611	11.072826	17.002409	10.842073	10.205528	9.856266
ENSMUST00000123183	ENSMUSG00000058558	0	0	1.289907	0.644896	0	0.766632	1.523534	0	0.34968
ENSMUST00000129944	ENSMUSG00000058558	0	0.753111	0	1.549735	0	0	0	0.147186	0
ENSMUST00000140659	ENSMUSG00000058558	0.928043	0.551236	3.587252	0.240573	1.663145	2.009782	1.426744	1.451824	0.576771
ENSMUST00000151767	ENSMUSG00000058558	1.605506	2.766037	2.404739	1.722816	3.233147	3.496108	3.363632	3.997442	2.355923
ENSMUST00000153590	ENSMUSG00000058558	0	0.469396	0.256888	0.636644	0	1.218878	1.514188	0.156595	0
ENSMUST00000075609	ENSMUSG00000058567	0	0	0	0	0	0	0	0	0
ENSMUST00000078879	ENSMUSG00000058568	0	0	0	0	0	0	0	0	0
ENSMUST00000109905	ENSMUSG00000058569	63.198695	73.10194	81.972258	59.754272	53.018804	77.652271	51.308138	55.067317	46.016502
ENSMUST00000078849	ENSMUSG00000058571	0.33256	0.269111	0.334009	0.343695	0.320631	0.192337	0.268908	0.362342	0.183895
ENSMUST00000088483	ENSMUSG00000058571	0	0	0	0	0	0	0	0	0
ENSMUST00000123239	ENSMUSG00000058571	0	0	0	0	0	0	0	0.030327	0
ENSMUST00000125435	ENSMUSG00000058571	0	0	0	0	0	0	0	0	0
ENSMUST00000102481	ENSMUSG00000058579	0	0.156471	0	0.39771	0.078646	0	1.246045	0	0.263742
ENSMUST00000127962	ENSMUSG00000058579	0	0	0.773339	0	0	0	0	0	0
ENSMUST00000155826	ENSMUSG00000058579	0	0	0	0	0	0	0	0	0
ENSMUST00000182247	ENSMUSG00000058581	0	0	0	0	0	0	0	0	0
ENSMUST00000078218	ENSMUSG00000058586	19.166654	14.740167	19.050823	16.517347	16.659789	13.28965	13.099867	18.660581	20.009601
ENSMUST00000142265	ENSMUSG00000058586	0	0	0	0	0	0	0	0	0
ENSMUST00000164817	ENSMUSG00000058586	0	0.047578	0.028323	0.088361	0	0	0.055758	0	0
ENSMUST00000165371	ENSMUSG00000058586	0	0	0	0	0	0	0	0	0
ENSMUST00000166427	ENSMUSG00000058586	0.218564	0.558302	0.238085	0.114694	0.346332	0.216882	0.274559	0.347711	0.200291
ENSMUST00000167389	ENSMUSG00000058586	0	0	0	0	0	0	0	0	0
ENSMUST00000167635	ENSMUSG00000058586	0.336109	1.897237	0.629927	0.272431	1.700581	0.595689	1.247521	1.009257	0.925703
ENSMUST00000167645	ENSMUSG00000058586	0	0	0	0	0	0	0	0.263033	0
ENSMUST00000167750	ENSMUSG00000058586	0	0	0	0	0	0	0	0	0
ENSMUST00000167862	ENSMUSG00000058586	0	0	0	0	0	0	0	0	0
ENSMUST00000168029	ENSMUSG00000058586	0	0	0	0	0	0	0	0	0
ENSMUST00000169461	ENSMUSG00000058586	0	0	0	0	0	0	0.493653	0	0
ENSMUST00000169702	ENSMUSG00000058586	0	0	0	0	0	0	0	0	1.100681
ENSMUST00000169814	ENSMUSG00000058586	0	0	0	0	0.946734	0	0	0	0
ENSMUST00000170891	ENSMUSG00000058586	0	0	0	0	0	0	0	0	0
ENSMUST00000171212	ENSMUSG00000058586	0.609878	0.783233	0	0.33411	0	0.121847	0	0	0
ENSMUST00000171488	ENSMUSG00000058586	0	0	0	0	0	0	0	0	0
ENSMUST00000172101	ENSMUSG00000058586	0.238015	0	0	0	0	0	0.175598	0.253384	0.263612
ENSMUST00000072232	ENSMUSG00000058587	10.110753	8.841902	9.425208	10.554164	8.781187	10.329548	9.515146	8.38834	5.379464
ENSMUST00000081186	ENSMUSG00000058588	0	0	0	0	0	0	0	0	0
ENSMUST00000099364	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000099366	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000099368	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000179337	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000179694	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182003	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182045	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182053	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182083	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182113	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182192	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182202	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182284	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182356	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182427	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182430	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182550	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182595	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182600	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182632	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182786	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182907	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182936	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182960	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000182966	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000183002	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000183012	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000183024	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000183051	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000183109	ENSMUSG00000058589	0	0	0	0	0	0.058293	0	0	0
ENSMUST00000183136	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000183145	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000183156	ENSMUSG00000058589	0	0	0	0	0	0	0	0	0
ENSMUST00000081488	ENSMUSG00000058590	0	0	0	0	0	0	0	0	0
ENSMUST00000071564	ENSMUSG00000058594	7.070186	6.983551	7.177961	9.021926	9.022228	8.929169	8.555109	6.619523	5.190399
ENSMUST00000123717	ENSMUSG00000058594	0.23734	0	0.51552	0	0.113211	0.194923	0.114828	0.066769	0
ENSMUST00000123723	ENSMUSG00000058594	0	0	0	1.634361	0	0	0	0	0
ENSMUST00000126543	ENSMUSG00000058594	0	0	0.63261	0	0	0.629114	1.071461	1.073894	0
ENSMUST00000131893	ENSMUSG00000058594	0	0	0	0	0.555997	1.736484	0	0	0
ENSMUST00000136633	ENSMUSG00000058594	0	0	0	0	0	3.113353	0	0	0
ENSMUST00000139292	ENSMUSG00000058594	0	0	0	1.058885	0	1.263269	0	0	0
ENSMUST00000151402	ENSMUSG00000058594	2.057391	3.973457	2.87953	5.977143	5.583899	4.752159	6.330636	1.454659	2.24735
ENSMUST00000155604	ENSMUSG00000058594	0.481177	0.711973	0.788658	0.9226	0.480559	0.562818	1.171148	1.332453	0.601049
ENSMUST00000192171	ENSMUSG00000058594	0	0	0	0	0	0	0	0	0
ENSMUST00000009039	ENSMUSG00000058600	154.210108	147.488053	162.652306	175.385766	165.679061	171.077518	147.502056	157.844841	126.316525
ENSMUST00000079735	ENSMUSG00000058600	93.338186	92.508606	106.320757	91.349542	105.382088	121.340814	87.431848	108.468219	86.030092
ENSMUST00000135417	ENSMUSG00000058600	0.562209	0.628943	1.269179	0.567409	0.894827	1.029601	0.551267	1.027849	0.932801
ENSMUST00000136653	ENSMUSG00000058600	0.69587	0	0	1.241968	0	0	0	0.864496	0
ENSMUST00000140527	ENSMUSG00000058600	3.978338	0	6.53964	0	0	0	0	0	0
ENSMUST00000142643	ENSMUSG00000058600	0	0	2.202671	0	0	0.362024	0.44618	0.733667	0
ENSMUST00000121497	ENSMUSG00000058603	0	32.573722	18.959584	0	0	0	0	0	0
ENSMUST00000080982	ENSMUSG00000058607	0	0	0	0	0	0	0	0	0
ENSMUST00000180453	ENSMUSG00000058613	6.941964	4.180142	5.624197	4.229831	5.010472	3.092637	6.457812	5.846629	6.163879
ENSMUST00000071886	ENSMUSG00000058618	0	0	0	0	0	0	0	0	0
ENSMUST00000071902	ENSMUSG00000058620	1.503393	0.891356	1.540177	1.968511	2.333716	0	0	0	0
ENSMUST00000104934	ENSMUSG00000058620	0	0	0	0	0	1.598529	1.275277	1.110819	0.861408
ENSMUST00000076828	ENSMUSG00000058622	0	0	0	0	0	0	0	0	0
ENSMUST00000087600	ENSMUSG00000058624	7.610601	9.491819	12.402628	11.586852	9.382138	11.301673	7.904147	6.863545	6.807188
ENSMUST00000121725	ENSMUSG00000058624	0	0	1.167845	0	0	0	1.918467	0	0
